Date,Open,High,Low,Close,Volume
2026-02-12 12:34:00,2765.4,2765.4,2763.2,2764.3,39276
2026-02-12 12:35:00,2764.4,2764.8,2763.3,2764.8,8319
2026-02-12 12:36:00,2764.8,2765.2,2763.9,2764.5,9877
2026-02-12 12:37:00,2764.7,2765.1,2763.3,2764.1,8985
2026-02-12 12:38:00,2764.1,2765.1,2764.1,2764.6,6052
2026-02-12 12:39:00,2764.7,2765.1,2764.0,2764.8,8944
2026-02-12 12:40:00,2764.8,2765.1,2763.8,2763.8,13005
2026-02-12 12:41:00,2764.9,2767.7,2764.5,2767.2,8021
2026-02-12 12:42:00,2767.3,2768.0,2765.8,2767.0,11520
2026-02-12 12:43:00,2766.8,2766.8,2763.0,2763.6,18643
2026-02-12 12:44:00,2763.7,2764.0,2763.0,2764.0,12946
2026-02-12 12:45:00,2764.0,2764.6,2763.2,2764.4,12393
2026-02-12 12:46:00,2764.4,2765.7,2764.0,2765.2,10165
2026-02-12 12:47:00,2765.2,2767.5,2765.2,2765.3,13811
2026-02-12 12:48:00,2766.4,2766.7,2765.0,2765.8,7946
2026-02-12 12:49:00,2765.8,2766.6,2765.4,2766.2,7334
2026-02-12 12:50:00,2766.2,2766.2,2764.9,2765.2,8442
2026-02-12 12:51:00,2765.2,2765.2,2763.8,2763.8,10324
2026-02-12 12:52:00,2763.8,2764.2,2761.0,2762.7,36549
2026-02-12 12:53:00,2762.7,2762.7,2761.6,2762.3,8802
2026-02-12 12:54:00,2762.3,2762.8,2761.5,2762.8,12276
2026-02-12 12:55:00,2762.5,2762.8,2761.1,2762.3,9502
2026-02-12 12:56:00,2762.3,2763.1,2761.3,2762.5,14047
2026-02-12 12:57:00,2762.5,2763.0,2761.4,2762.0,12418
2026-02-12 12:58:00,2762.2,2762.2,2761.1,2762.0,8771
2026-02-12 12:59:00,2762.0,2762.4,2761.0,2762.2,7987
2026-02-12 13:00:00,2762.2,2763.0,2761.4,2762.4,10766
2026-02-12 13:01:00,2762.0,2762.4,2760.1,2760.7,16498
2026-02-12 13:02:00,2760.7,2760.7,2758.0,2759.2,52125
2026-02-12 13:03:00,2759.0,2759.9,2758.0,2759.0,17396
2026-02-12 13:04:00,2758.5,2759.3,2758.2,2758.6,7259
2026-02-12 13:05:00,2758.7,2758.9,2758.5,2758.7,9180
2026-02-12 13:06:00,2758.7,2758.7,2756.9,2757.5,16610
2026-02-12 13:07:00,2757.5,2757.7,2755.0,2755.3,28784
2026-02-12 13:08:00,2755.2,2755.8,2754.0,2754.8,30240
2026-02-12 13:09:00,2754.0,2755.2,2753.0,2753.9,17131
2026-02-12 13:10:00,2754.0,2756.1,2753.6,2755.6,23451
2026-02-12 13:11:00,2755.4,2757.0,2754.0,2754.0,18558
2026-02-12 13:12:00,2754.0,2754.8,2753.6,2754.3,9810
2026-02-12 13:13:00,2754.8,2756.6,2754.5,2756.4,20601
2026-02-12 13:14:00,2756.3,2757.0,2756.3,2756.5,19492
2026-02-12 13:15:00,2756.5,2756.7,2755.4,2756.3,23286
2026-02-12 13:16:00,2756.4,2759.0,2756.4,2758.6,19276
2026-02-12 13:17:00,2758.6,2759.3,2757.9,2759.1,15902
2026-02-12 13:18:00,2759.1,2761.9,2758.6,2761.8,19593
2026-02-12 13:19:00,2762.0,2763.0,2760.3,2761.3,15747
2026-02-12 13:20:00,2760.0,2760.9,2756.4,2757.1,22399
2026-02-12 13:21:00,2757.2,2757.4,2756.1,2757.3,22959
2026-02-12 13:22:00,2756.2,2757.7,2756.0,2756.8,10870
2026-02-12 13:23:00,2756.0,2757.8,2756.0,2757.8,20166
2026-02-12 13:24:00,2757.8,2759.0,2757.7,2758.6,16569
2026-02-12 13:25:00,2758.7,2760.2,2758.5,2759.7,16606
2026-02-12 13:26:00,2760.2,2762.2,2760.0,2762.1,18827
2026-02-12 13:27:00,2762.3,2763.9,2762.3,2763.0,17081
2026-02-12 13:28:00,2763.0,2763.3,2761.0,2761.0,16178
2026-02-12 13:29:00,2761.6,2761.6,2759.3,2759.6,16941
